Wavelength,Extinction,Scattering,Absorbtion
7.84000e+02,1.53906e-14,1.40751e-14,1.31549e-15
7.90000e+02,1.46659e-14,1.34011e-14,1.26479e-15
7.96000e+02,1.39843e-14,1.27679e-14,1.21644e-15
8.02000e+02,1.33442e-14,1.21736e-14,1.17055e-15
8.08000e+02,1.27397e-14,1.16132e-14,1.12654e-15
8.14000e+02,1.21727e-14,1.10877e-14,1.08499e-15
8.20000e+02,1.16363e-14,1.05912e-14,1.04512e-15
8.26000e+02,1.11223e-14,1.01223e-14,9.99956e-16
8.32000e+02,1.06350e-14,9.67944e-15,9.55554e-16
8.38000e+02,1.01775e-14,9.26251e-15,9.15023e-16
8.44000e+02,9.74627e-15,8.86858e-15,8.77692e-16
8.50000e+02,9.34062e-15,8.49711e-15,8.43511e-16
8.56000e+02,8.95757e-15,8.14563e-15,8.11942e-16
8.62000e+02,8.59647e-15,7.81354e-15,7.82930e-16
8.68000e+02,8.25486e-15,7.49879e-15,7.56062e-16
8.74000e+02,7.93223e-15,7.20094e-15,7.31292e-16
8.80000e+02,7.62712e-15,6.91872e-15,7.08402e-16
8.86000e+02,7.33844e-15,6.65121e-15,6.87237e-16
8.92000e+02,7.06448e-15,6.39693e-15,6.67557e-16
8.98000e+02,6.81276e-15,6.15771e-15,6.55050e-16
9.04000e+02,6.57345e-15,5.92981e-15,6.43637e-16
9.10000e+02,6.34587e-15,5.71323e-15,6.32643e-16
9.16000e+02,6.12839e-15,5.50642e-15,6.21971e-16
9.22000e+02,5.92090e-15,5.30926e-15,6.11647e-16
9.28000e+02,5.72279e-15,5.12114e-15,6.01650e-16
9.34000e+02,5.53363e-15,4.94166e-15,5.91973e-16
9.40000e+02,5.35286e-15,4.77026e-15,5.82595e-16
9.46000e+02,5.17967e-15,4.60620e-15,5.73475e-16
9.52000e+02,5.01432e-15,4.44966e-15,5.64658e-16
9.58000e+02,4.85583e-15,4.29974e-15,5.56083e-16
9.64000e+02,4.70431e-15,4.15653e-15,5.47782e-16
9.70000e+02,4.55895e-15,4.01924e-15,5.39701e-16
9.76000e+02,4.41984e-15,3.88797e-15,5.31873e-16
9.82000e+02,4.28650e-15,3.76223e-15,5.24271e-16
9.88000e+02,4.15686e-15,3.64119e-15,5.15670e-16
9.94000e+02,4.03167e-15,3.52517e-15,5.06508e-16
1.00000e+03,3.91156e-15,3.41387e-15,4.97698e-16
