Wavelength,Extinction,Scattering,Absorbtion
4.00000e+02,1.93431e-14,6.62293e-15,1.27202e-14
4.06000e+02,1.93276e-14,6.50642e-15,1.28212e-14
4.12000e+02,1.92824e-14,6.36929e-15,1.29131e-14
4.18000e+02,1.92107e-14,6.21633e-15,1.29944e-14
4.24000e+02,1.91042e-14,6.04065e-15,1.30635e-14
4.30000e+02,1.89764e-14,5.85002e-15,1.31264e-14
4.36000e+02,1.88515e-14,5.65853e-15,1.31930e-14
4.42000e+02,1.87362e-14,5.46553e-15,1.32706e-14
4.48000e+02,1.86430e-14,5.27744e-15,1.33656e-14
4.54000e+02,1.85849e-14,5.10648e-15,1.34785e-14
4.60000e+02,1.85623e-14,4.95763e-15,1.36046e-14
4.66000e+02,1.85492e-14,4.82245e-15,1.37268e-14
4.72000e+02,1.86271e-14,4.74045e-15,1.38867e-14
4.78000e+02,1.88837e-14,4.75973e-15,1.41240e-14
4.84000e+02,1.94480e-14,4.95768e-15,1.44903e-14
4.90000e+02,2.02548e-14,5.31577e-15,1.49391e-14
4.96000e+02,2.11133e-14,5.72595e-15,1.53873e-14
5.02000e+02,2.22442e-14,6.31693e-15,1.59273e-14
5.08000e+02,2.36906e-14,7.12729e-15,1.65633e-14
5.14000e+02,2.54985e-14,8.20723e-15,1.72913e-14
5.20000e+02,2.76746e-14,9.59028e-15,1.80844e-14
5.26000e+02,3.03388e-14,1.13916e-14,1.89472e-14
5.32000e+02,3.33067e-14,1.35353e-14,1.97715e-14
5.38000e+02,3.64103e-14,1.59398e-14,2.04705e-14
5.44000e+02,3.93869e-14,1.84593e-14,2.09275e-14
5.50000e+02,4.18376e-14,2.08399e-14,2.09977e-14
5.56000e+02,4.35148e-14,2.28969e-14,2.06178e-14
5.62000e+02,4.41072e-14,2.43960e-14,1.97112e-14
5.68000e+02,4.34538e-14,2.51500e-14,1.83039e-14
5.74000e+02,4.16177e-14,2.51008e-14,1.65169e-14
5.80000e+02,3.88701e-14,2.43338e-14,1.45362e-14
5.86000e+02,3.54556e-14,2.29525e-14,1.25031e-14
5.92000e+02,3.18134e-14,2.12265e-14,1.05868e-14
5.98000e+02,2.83127e-14,1.94144e-14,8.89830e-15
6.04000e+02,2.50966e-14,1.76415e-14,7.45509e-15
6.10000e+02,2.22250e-14,1.59796e-14,6.24540e-15
6.16000e+02,1.97050e-14,1.44621e-14,5.24292e-15
6.22000e+02,1.75340e-14,1.31450e-14,4.38898e-15
6.28000e+02,1.56569e-14,1.19703e-14,3.68665e-15
6.34000e+02,1.40285e-14,1.09160e-14,3.11253e-15
6.40000e+02,1.26172e-14,9.97397e-15,2.64326e-15
6.46000e+02,1.13966e-14,9.13585e-15,2.26075e-15
6.52000e+02,1.03378e-14,8.38981e-15,1.94795e-15
6.58000e+02,9.41369e-15,7.72338e-15,1.69031e-15
6.64000e+02,8.62141e-15,7.12513e-15,1.49627e-15
6.70000e+02,7.93257e-15,6.58969e-15,1.34288e-15
6.76000e+02,7.32138e-15,6.10781e-15,1.21357e-15
6.82000e+02,6.77873e-15,5.67402e-15,1.10471e-15
6.88000e+02,6.29631e-15,5.28319e-15,1.01313e-15
