Wavelength,Extinction,Scattering,Absorbtion
4.00000e+02,1.03587e-14,2.39522e-15,7.96352e-15
4.06000e+02,1.02792e-14,2.31398e-15,7.96521e-15
4.12000e+02,1.01839e-14,2.22740e-15,7.95649e-15
4.18000e+02,1.00745e-14,2.13756e-15,7.93693e-15
4.24000e+02,9.95064e-15,2.04281e-15,7.90783e-15
4.30000e+02,9.82698e-15,1.94759e-15,7.87940e-15
4.36000e+02,9.72320e-15,1.85811e-15,7.86510e-15
4.42000e+02,9.65065e-15,1.77504e-15,7.87561e-15
4.48000e+02,9.61980e-15,1.70073e-15,7.91907e-15
4.54000e+02,9.63136e-15,1.63786e-15,7.99350e-15
4.60000e+02,9.67765e-15,1.58637e-15,8.09127e-15
4.66000e+02,9.73075e-15,1.54072e-15,8.19003e-15
4.72000e+02,9.85623e-15,1.51782e-15,8.33842e-15
4.78000e+02,1.01169e-14,1.53653e-15,8.58032e-15
4.84000e+02,1.06063e-14,1.62841e-15,8.97786e-15
4.90000e+02,1.12599e-14,1.78475e-15,9.47518e-15
4.96000e+02,1.19269e-14,1.96044e-15,9.96643e-15
5.02000e+02,1.27826e-14,2.21328e-15,1.05694e-14
5.08000e+02,1.38640e-14,2.56385e-15,1.13001e-14
5.14000e+02,1.52079e-14,3.03868e-15,1.21693e-14
5.20000e+02,1.68066e-14,3.65440e-15,1.31522e-14
5.26000e+02,1.86536e-14,4.44495e-15,1.42086e-14
5.32000e+02,2.04803e-14,5.34417e-15,1.51361e-14
5.38000e+02,2.19371e-14,6.24398e-15,1.56931e-14
5.44000e+02,2.26027e-14,6.98079e-15,1.56219e-14
5.50000e+02,2.22008e-14,7.39277e-15,1.48081e-14
5.56000e+02,2.09663e-14,7.48795e-15,1.34783e-14
5.62000e+02,1.90043e-14,7.24768e-15,1.17566e-14
5.68000e+02,1.66737e-14,6.76126e-15,9.91248e-15
5.74000e+02,1.43073e-14,6.14312e-15,8.16418e-15
5.80000e+02,1.21292e-14,5.49091e-15,6.63825e-15
5.86000e+02,1.01942e-14,4.84476e-15,5.34946e-15
5.92000e+02,8.56451e-15,4.25628e-15,4.30823e-15
5.98000e+02,7.24127e-15,3.74984e-15,3.49143e-15
6.04000e+02,6.16906e-15,3.31822e-15,2.85083e-15
6.10000e+02,5.29802e-15,2.95138e-15,2.34664e-15
6.16000e+02,4.58661e-15,2.63918e-15,1.94744e-15
6.22000e+02,3.99710e-15,2.37933e-15,1.61777e-15
6.28000e+02,3.50926e-15,2.15632e-15,1.35293e-15
6.34000e+02,3.10215e-15,1.96206e-15,1.14009e-15
6.40000e+02,2.76030e-15,1.79216e-15,9.68140e-16
6.46000e+02,2.47232e-15,1.64325e-15,8.29069e-16
6.52000e+02,2.22797e-15,1.51207e-15,7.15900e-16
6.58000e+02,2.01864e-15,1.39569e-15,6.22955e-16
6.64000e+02,1.84523e-15,1.29189e-15,5.53333e-16
6.70000e+02,1.69767e-15,1.19921e-15,4.98457e-16
6.76000e+02,1.56799e-15,1.11579e-15,4.52191e-16
6.82000e+02,1.45384e-15,1.04061e-15,4.13231e-16
6.88000e+02,1.35318e-15,9.72740e-16,3.80441e-16
6.94000e+02,1.26371e-15,9.11107e-16,3.52607e-16
7.00000e+02,1.18390e-15,8.54970e-16,3.28926e-16
7.06000e+02,1.11235e-15,8.03700e-16,3.08647e-16
7.12000e+02,1.04750e-15,7.56878e-16,2.90624e-16
7.18000e+02,9.88328e-16,7.13870e-16,2.74457e-16
7.24000e+02,9.34046e-16,6.74200e-16,2.59846e-16
7.30000e+02,8.84242e-16,6.37592e-16,2.46650e-16
7.36000e+02,8.38327e-16,6.03678e-16,2.34649e-16
7.42000e+02,7.96015e-16,5.72264e-16,2.23751e-16
7.48000e+02,7.56931e-16,5.43106e-16,2.13826e-16
7.54000e+02,7.20738e-16,5.15985e-16,2.04753e-16
7.60000e+02,6.87515e-16,4.90715e-16,1.96799e-16
7.66000e+02,6.56652e-16,4.67121e-16,1.89531e-16
7.72000e+02,6.27687e-16,4.45073e-16,1.82614e-16
7.78000e+02,6.00452e-16,4.24430e-16,1.76022e-16
7.84000e+02,5.74819e-16,4.05083e-16,1.69736e-16
7.90000e+02,5.50664e-16,3.86924e-16,1.63740e-16
7.96000e+02,5.27872e-16,3.69858e-16,1.58013e-16
8.02000e+02,5.06398e-16,3.53830e-16,1.52568e-16
8.08000e+02,4.86034e-16,3.38700e-16,1.47334e-16
8.14000e+02,4.66870e-16,3.24488e-16,1.42382e-16
8.20000e+02,4.48656e-16,3.11042e-16,1.37614e-16
8.26000e+02,4.30410e-16,2.98306e-16,1.32104e-16
8.32000e+02,4.12903e-16,2.86250e-16,1.26653e-16
8.38000e+02,3.96549e-16,2.74874e-16,1.21675e-16
8.44000e+02,3.81185e-16,2.64101e-16,1.17085e-16
8.50000e+02,3.66793e-16,2.53913e-16,1.12880e-16
8.56000e+02,3.53241e-16,2.44249e-16,1.08992e-16
8.62000e+02,3.40507e-16,2.35090e-16,1.05417e-16
8.68000e+02,3.28487e-16,2.26385e-16,1.02102e-16
8.74000e+02,3.17165e-16,2.18120e-16,9.90443e-17
8.80000e+02,3.06481e-16,2.10265e-16,9.62164e-17
8.86000e+02,2.96394e-16,2.02794e-16,9.36000e-17
8.92000e+02,2.86836e-16,1.95671e-16,9.11651e-17
8.98000e+02,2.78638e-16,1.88946e-16,8.96921e-17
9.04000e+02,2.70875e-16,1.82520e-16,8.83550e-17
9.10000e+02,2.63453e-16,1.76391e-16,8.70615e-17
9.16000e+02,2.56320e-16,1.70521e-16,8.57994e-17
9.22000e+02,2.49478e-16,1.64905e-16,8.45730e-17
9.28000e+02,2.42910e-16,1.59530e-16,8.33796e-17
9.34000e+02,2.36603e-16,1.54384e-16,8.22189e-17
9.40000e+02,2.30543e-16,1.49454e-16,8.10886e-17
9.46000e+02,2.24705e-16,1.44721e-16,7.99840e-17
9.52000e+02,2.19099e-16,1.40188e-16,7.89110e-17
9.58000e+02,2.13697e-16,1.35834e-16,7.78621e-17
9.64000e+02,2.08503e-16,1.31661e-16,7.68422e-17
9.70000e+02,2.03493e-16,1.27648e-16,7.58442e-17
9.76000e+02,1.98672e-16,1.23799e-16,7.48731e-17
9.82000e+02,1.94025e-16,1.20100e-16,7.39256e-17
9.88000e+02,1.89358e-16,1.16529e-16,7.28291e-17
9.94000e+02,1.84739e-16,1.13094e-16,7.16448e-17
1.00000e+03,1.80293e-16,1.09790e-16,7.05025e-17
