Wavelength,Extinction,Scattering,Absorbtion
4.00000e+02,1.47163e-14,4.28324e-15,1.04331e-14
4.06000e+02,1.46571e-14,4.17351e-15,1.04836e-14
4.12000e+02,1.45736e-14,4.05154e-15,1.05221e-14
4.18000e+02,1.44688e-14,3.92090e-15,1.05479e-14
4.24000e+02,1.43384e-14,3.77780e-15,1.05606e-14
4.30000e+02,1.41979e-14,3.62883e-15,1.05691e-14
4.36000e+02,1.40709e-14,3.48435e-15,1.05866e-14
4.42000e+02,1.39676e-14,3.34483e-15,1.06227e-14
4.48000e+02,1.39005e-14,3.21465e-15,1.06858e-14
4.54000e+02,1.38758e-14,3.10040e-15,1.07754e-14
4.60000e+02,1.38890e-14,3.00373e-15,1.08852e-14
4.66000e+02,1.39109e-14,2.91698e-15,1.09940e-14
4.72000e+02,1.40181e-14,2.86796e-15,1.11501e-14
4.78000e+02,1.42872e-14,2.88893e-15,1.13983e-14
4.84000e+02,1.48314e-14,3.03263e-15,1.17988e-14
4.90000e+02,1.55815e-14,3.28512e-15,1.22964e-14
4.96000e+02,1.63622e-14,3.57162e-15,1.27906e-14
5.02000e+02,1.73791e-14,3.98493e-15,1.33941e-14
5.08000e+02,1.86759e-14,4.55599e-15,1.41199e-14
5.14000e+02,2.03012e-14,5.32547e-15,1.49757e-14
5.20000e+02,2.22636e-14,6.32176e-15,1.59419e-14
5.26000e+02,2.46389e-14,7.62210e-15,1.70168e-14
5.32000e+02,2.72028e-14,9.15724e-15,1.80456e-14
5.38000e+02,2.96806e-14,1.08239e-14,1.88567e-14
5.44000e+02,3.16694e-14,1.24387e-14,1.92307e-14
5.50000e+02,3.27138e-14,1.37445e-14,1.89693e-14
5.56000e+02,3.27260e-14,1.46248e-14,1.81012e-14
5.62000e+02,3.15510e-14,1.49274e-14,1.66236e-14
5.68000e+02,2.93676e-14,1.46451e-14,1.47224e-14
5.74000e+02,2.65402e-14,1.38922e-14,1.26480e-14
5.80000e+02,2.34754e-14,1.28448e-14,1.06306e-14
