Wavelength,Extinction,Scattering,Absorbtion
4.00000e+02,2.91635e-14,1.19378e-14,1.72257e-14
4.06000e+02,2.92150e-14,1.18631e-14,1.73519e-14
4.12000e+02,2.92385e-14,1.17562e-14,1.74823e-14
4.18000e+02,2.92369e-14,1.16228e-14,1.76142e-14
4.24000e+02,2.91967e-14,1.14493e-14,1.77474e-14
4.30000e+02,2.91264e-14,1.12430e-14,1.78834e-14
4.36000e+02,2.90466e-14,1.10212e-14,1.80254e-14
4.42000e+02,2.89546e-14,1.07785e-14,1.81761e-14
4.48000e+02,2.88587e-14,1.05224e-14,1.83363e-14
4.54000e+02,2.87790e-14,1.02760e-14,1.85030e-14
4.60000e+02,2.87242e-14,1.00524e-14,1.86717e-14
4.66000e+02,2.86766e-14,9.84494e-15,1.88317e-14
4.72000e+02,2.87216e-14,9.71438e-15,1.90072e-14
4.78000e+02,2.89654e-14,9.74203e-15,1.92234e-14
4.84000e+02,2.95689e-14,1.00569e-14,1.95120e-14
4.90000e+02,3.04836e-14,1.06359e-14,1.98477e-14
4.96000e+02,3.14886e-14,1.13047e-14,2.01839e-14
5.02000e+02,3.28213e-14,1.22536e-14,2.05677e-14
5.08000e+02,3.45079e-14,1.35240e-14,2.09838e-14
5.14000e+02,3.65583e-14,1.51657e-14,2.13926e-14
5.20000e+02,3.89195e-14,1.71957e-14,2.17237e-14
5.26000e+02,4.16577e-14,1.97532e-14,2.19046e-14
5.32000e+02,4.45897e-14,2.27144e-14,2.18752e-14
5.38000e+02,4.76834e-14,2.60111e-14,2.16723e-14
5.44000e+02,5.09287e-14,2.95693e-14,2.13594e-14
5.50000e+02,5.42087e-14,3.32350e-14,2.09736e-14
5.56000e+02,5.73638e-14,3.68664e-14,2.04974e-14
5.62000e+02,6.02668e-14,4.03671e-14,1.98997e-14
5.68000e+02,6.26883e-14,4.35404e-14,1.91479e-14
5.74000e+02,6.44080e-14,4.61856e-14,1.82224e-14
5.80000e+02,6.52555e-14,4.81246e-14,1.71310e-14
5.86000e+02,6.50583e-14,4.91749e-14,1.58834e-14
5.92000e+02,6.38486e-14,4.93211e-14,1.45275e-14
5.98000e+02,6.18278e-14,4.86911e-14,1.31367e-14
6.04000e+02,5.91803e-14,4.74171e-14,1.17632e-14
6.10000e+02,5.61033e-14,4.56527e-14,1.04505e-14
6.16000e+02,5.27801e-14,4.35511e-14,9.22906e-15
6.22000e+02,4.94647e-14,4.13991e-14,8.06560e-15
6.28000e+02,4.61729e-14,3.91487e-14,7.02423e-15
6.34000e+02,4.29554e-14,3.68438e-14,6.11158e-15
6.40000e+02,3.98758e-14,3.45551e-14,5.32066e-15
6.46000e+02,3.69816e-14,3.23377e-14,4.64396e-15
6.52000e+02,3.42901e-14,3.02222e-14,4.06785e-15
6.58000e+02,3.17989e-14,2.82218e-14,3.57710e-15
6.64000e+02,2.95285e-14,2.63292e-14,3.19929e-15
6.70000e+02,2.74624e-14,2.45679e-14,2.89453e-15
6.76000e+02,2.55665e-14,2.29340e-14,2.63247e-15
6.82000e+02,2.38339e-14,2.14258e-14,2.40815e-15
6.88000e+02,2.22550e-14,2.00383e-14,2.21678e-15
6.94000e+02,2.08114e-14,1.87590e-14,2.05241e-15
7.00000e+02,1.94910e-14,1.75799e-14,1.91110e-15
7.06000e+02,1.82823e-14,1.64933e-14,1.78900e-15
7.12000e+02,1.71750e-14,1.54951e-14,1.67985e-15
7.18000e+02,1.61556e-14,1.45741e-14,1.58149e-15
7.24000e+02,1.52139e-14,1.37216e-14,1.49227e-15
7.30000e+02,1.43449e-14,1.29334e-14,1.41147e-15
7.36000e+02,1.35402e-14,1.22023e-14,1.33784e-15
7.42000e+02,1.27959e-14,1.15250e-14,1.27089e-15
7.48000e+02,1.21064e-14,1.08966e-14,1.20986e-15
7.54000e+02,1.14668e-14,1.03127e-14,1.15406e-15
7.60000e+02,1.08743e-14,9.76938e-15,1.10492e-15
7.66000e+02,1.03230e-14,9.26302e-15,1.06000e-15
7.72000e+02,9.80850e-15,8.79109e-15,1.01741e-15
7.78000e+02,9.32746e-15,8.35048e-15,9.76978e-16
7.84000e+02,8.87737e-15,7.93877e-15,9.38595e-16
7.90000e+02,8.45571e-15,7.55356e-15,9.02142e-16
7.96000e+02,8.06022e-15,7.19273e-15,8.67491e-16
8.02000e+02,7.68974e-15,6.85506e-15,8.34684e-16
8.08000e+02,7.34065e-15,6.53734e-15,8.03308e-16
8.14000e+02,7.01382e-15,6.24008e-15,7.73741e-16
8.20000e+02,6.70521e-15,5.95978e-15,7.45421e-16
8.26000e+02,6.40877e-15,5.69541e-15,7.13353e-16
8.32000e+02,6.12795e-15,5.44609e-15,6.81854e-16
8.38000e+02,5.86481e-15,5.21168e-15,6.53133e-16
8.44000e+02,5.61718e-15,4.99048e-15,6.26707e-16
8.50000e+02,5.38462e-15,4.78209e-15,6.02534e-16
8.56000e+02,5.16531e-15,4.58509e-15,5.80229e-16
8.62000e+02,4.95883e-15,4.39908e-15,5.59747e-16
8.68000e+02,4.76370e-15,4.22291e-15,5.40793e-16
8.74000e+02,4.57961e-15,4.05627e-15,5.23331e-16
8.80000e+02,4.40565e-15,3.89845e-15,5.07206e-16
8.86000e+02,4.24120e-15,3.74889e-15,4.92306e-16
8.92000e+02,4.08523e-15,3.60677e-15,4.78460e-16
8.98000e+02,3.94283e-15,3.47309e-15,4.69743e-16
9.04000e+02,3.80756e-15,3.34575e-15,4.61805e-16
9.10000e+02,3.67890e-15,3.22474e-15,4.54160e-16
9.16000e+02,3.55593e-15,3.10919e-15,4.46739e-16
9.22000e+02,3.43859e-15,2.99903e-15,4.39561e-16
9.28000e+02,3.32653e-15,2.89392e-15,4.32610e-16
9.34000e+02,3.21950e-15,2.79362e-15,4.25881e-16
9.40000e+02,3.11718e-15,2.69782e-15,4.19358e-16
