Wavelength,Extinction,Scattering,Absorbtion
4.00000e+02,2.75224e-14,1.08726e-14,1.66497e-14
4.06000e+02,2.75123e-14,1.08108e-14,1.67015e-14
4.12000e+02,2.74750e-14,1.07240e-14,1.67510e-14
4.18000e+02,2.74159e-14,1.06172e-14,1.67988e-14
4.24000e+02,2.73219e-14,1.04788e-14,1.68431e-14
4.30000e+02,2.72014e-14,1.03155e-14,1.68859e-14
4.36000e+02,2.70730e-14,1.01427e-14,1.69303e-14
4.42000e+02,2.69284e-14,9.95506e-15,1.69733e-14
4.48000e+02,2.67696e-14,9.75829e-15,1.70113e-14
4.54000e+02,2.66127e-14,9.57084e-15,1.70419e-14
4.60000e+02,2.64648e-14,9.40274e-15,1.70620e-14
4.66000e+02,2.63144e-14,9.24661e-15,1.70678e-14
4.72000e+02,2.62242e-14,9.15560e-15,1.70686e-14
4.78000e+02,2.62742e-14,9.19757e-15,1.70766e-14
4.84000e+02,2.65849e-14,9.47539e-15,1.71096e-14
4.90000e+02,2.71347e-14,9.95608e-15,1.71786e-14
4.96000e+02,2.77708e-14,1.04891e-14,1.72817e-14
5.02000e+02,2.86830e-14,1.12229e-14,1.74601e-14
5.08000e+02,2.99161e-14,1.21794e-14,1.77367e-14
5.14000e+02,3.15185e-14,1.33865e-14,1.81320e-14
5.20000e+02,3.34939e-14,1.48495e-14,1.86444e-14
5.26000e+02,3.59475e-14,1.66741e-14,1.92734e-14
5.32000e+02,3.85663e-14,1.87587e-14,1.98076e-14
5.38000e+02,4.10567e-14,2.10478e-14,2.00089e-14
5.44000e+02,4.31655e-14,2.34994e-14,1.96660e-14
5.50000e+02,4.48274e-14,2.60524e-14,1.87750e-14
5.56000e+02,4.62589e-14,2.86591e-14,1.75998e-14
5.62000e+02,4.77464e-14,3.14025e-14,1.63439e-14
5.68000e+02,4.94696e-14,3.42834e-14,1.51862e-14
5.74000e+02,5.14792e-14,3.72806e-14,1.41986e-14
5.80000e+02,5.37217e-14,4.03407e-14,1.33810e-14
5.86000e+02,5.61199e-14,4.34184e-14,1.27016e-14
5.92000e+02,5.85305e-14,4.64158e-14,1.21147e-14
5.98000e+02,6.08064e-14,4.92284e-14,1.15780e-14
6.04000e+02,6.28391e-14,5.17785e-14,1.10606e-14
6.10000e+02,6.45347e-14,5.39912e-14,1.05435e-14
6.16000e+02,6.58178e-14,5.58018e-14,1.00160e-14
6.22000e+02,6.67461e-14,5.73375e-14,9.40869e-15
6.28000e+02,6.72095e-14,5.84204e-14,8.78916e-15
6.34000e+02,6.71691e-14,5.89933e-14,8.17579e-15
6.40000e+02,6.66362e-14,5.90608e-14,7.57547e-15
6.46000e+02,6.56503e-14,5.86511e-14,6.99917e-15
6.52000e+02,6.42641e-14,5.78115e-14,6.45260e-15
6.58000e+02,6.25324e-14,5.65947e-14,5.93768e-15
6.64000e+02,6.04972e-14,5.49764e-14,5.52084e-15
6.70000e+02,5.82649e-14,5.31017e-14,5.16323e-15
6.76000e+02,5.58924e-14,5.10616e-14,4.83078e-15
6.82000e+02,5.34433e-14,4.89172e-14,4.52609e-15
6.88000e+02,5.09730e-14,4.67228e-14,4.25015e-15
6.94000e+02,4.85098e-14,4.45100e-14,3.99983e-15
7.00000e+02,4.60854e-14,4.23115e-14,3.77388e-15
7.06000e+02,4.37243e-14,4.01546e-14,3.56977e-15
7.12000e+02,4.14525e-14,3.80731e-14,3.37940e-15
7.18000e+02,3.92693e-14,3.60682e-14,3.20110e-15
7.24000e+02,3.71761e-14,3.41424e-14,3.03370e-15
7.30000e+02,3.51837e-14,3.23062e-14,2.87756e-15
7.36000e+02,3.32884e-14,3.05570e-14,2.73147e-15
7.42000e+02,3.14967e-14,2.89011e-14,2.59566e-15
7.48000e+02,2.98065e-14,2.73370e-14,2.46943e-15
7.54000e+02,2.82139e-14,2.58619e-14,2.35204e-15
7.60000e+02,2.67180e-14,2.44711e-14,2.24686e-15
7.66000e+02,2.53112e-14,2.31618e-14,2.14934e-15
7.72000e+02,2.39888e-14,2.19327e-14,2.05608e-15
7.78000e+02,2.27454e-14,2.07784e-14,1.96695e-15
7.84000e+02,2.15771e-14,1.96952e-14,1.88190e-15
7.90000e+02,2.04793e-14,1.86784e-14,1.80084e-15
7.96000e+02,1.94476e-14,1.77240e-14,1.72360e-15
8.02000e+02,1.84807e-14,1.68303e-14,1.65043e-15
8.08000e+02,1.75688e-14,1.59884e-14,1.58038e-15
8.14000e+02,1.67165e-14,1.52021e-14,1.51448e-15
8.20000e+02,1.59120e-14,1.44606e-14,1.45140e-15
8.26000e+02,1.51442e-14,1.37627e-14,1.38157e-15
8.32000e+02,1.44189e-14,1.31055e-14,1.31343e-15
8.38000e+02,1.37407e-14,1.24894e-14,1.25131e-15
8.44000e+02,1.31035e-14,1.19093e-14,1.19416e-15
8.50000e+02,1.25066e-14,1.13647e-14,1.14190e-15
