Wavelength,Extinction,Scattering,Absorbtion
4.00000e+02,3.31258e-14,1.35569e-14,1.95689e-14
4.06000e+02,3.31076e-14,1.34867e-14,1.96209e-14
4.12000e+02,3.30559e-14,1.33893e-14,1.96665e-14
4.18000e+02,3.29775e-14,1.32704e-14,1.97071e-14
4.24000e+02,3.28584e-14,1.31173e-14,1.97411e-14
4.30000e+02,3.27095e-14,1.29383e-14,1.97712e-14
4.36000e+02,3.25533e-14,1.27513e-14,1.98020e-14
4.42000e+02,3.23816e-14,1.25504e-14,1.98312e-14
4.48000e+02,3.21974e-14,1.23420e-14,1.98554e-14
4.54000e+02,3.20183e-14,1.21462e-14,1.98721e-14
4.60000e+02,3.18514e-14,1.19739e-14,1.98775e-14
4.66000e+02,3.16826e-14,1.18152e-14,1.98674e-14
4.72000e+02,3.15857e-14,1.17347e-14,1.98510e-14
4.78000e+02,3.16543e-14,1.18148e-14,1.98396e-14
4.84000e+02,3.20311e-14,1.21807e-14,1.98504e-14
4.90000e+02,3.26890e-14,1.27904e-14,1.98986e-14
4.96000e+02,3.34460e-14,1.34590e-14,1.99870e-14
5.02000e+02,3.45254e-14,1.43640e-14,2.01614e-14
5.08000e+02,3.59794e-14,1.55279e-14,2.04515e-14
5.14000e+02,3.78665e-14,1.69784e-14,2.08882e-14
5.20000e+02,4.01997e-14,1.87153e-14,2.14844e-14
5.26000e+02,4.31232e-14,2.08495e-14,2.22737e-14
5.32000e+02,4.63055e-14,2.32549e-14,2.30506e-14
5.38000e+02,4.93963e-14,2.58478e-14,2.35485e-14
5.44000e+02,5.19629e-14,2.85359e-14,2.34270e-14
5.50000e+02,5.36656e-14,3.11940e-14,2.24716e-14
5.56000e+02,5.46573e-14,3.37648e-14,2.08925e-14
5.62000e+02,5.52817e-14,3.63327e-14,1.89490e-14
5.68000e+02,5.59404e-14,3.89436e-14,1.69968e-14
5.74000e+02,5.68899e-14,4.16288e-14,1.52611e-14
5.80000e+02,5.81988e-14,4.43789e-14,1.38200e-14
5.86000e+02,5.98317e-14,4.71818e-14,1.26499e-14
5.92000e+02,6.16866e-14,4.99811e-14,1.17055e-14
5.98000e+02,6.36361e-14,5.27070e-14,1.09292e-14
6.04000e+02,6.55792e-14,5.53111e-14,1.02681e-14
6.10000e+02,6.74303e-14,5.77449e-14,9.68542e-15
6.16000e+02,6.91180e-14,5.99623e-14,9.15571e-15
6.22000e+02,7.06615e-14,6.20658e-14,8.59570e-15
6.28000e+02,7.19595e-14,6.38990e-14,8.06049e-15
6.34000e+02,7.29572e-14,6.53996e-14,7.55755e-15
6.40000e+02,7.36266e-14,6.65431e-14,7.08351e-15
6.46000e+02,7.39543e-14,6.73144e-14,6.63990e-15
6.52000e+02,7.39383e-14,6.77130e-14,6.22531e-15
6.58000e+02,7.35822e-14,6.77455e-14,5.83667e-15
6.64000e+02,7.28596e-14,6.73226e-14,5.53703e-15
6.70000e+02,7.18362e-14,6.65491e-14,5.28710e-15
6.76000e+02,7.05490e-14,6.54967e-14,5.05227e-15
6.82000e+02,6.90366e-14,6.42024e-14,4.83422e-15
6.88000e+02,6.73411e-14,6.27072e-14,4.63392e-15
6.94000e+02,6.54885e-14,6.10395e-14,4.44896e-15
7.00000e+02,6.35130e-14,5.92341e-14,4.27885e-15
7.06000e+02,6.14478e-14,5.73259e-14,4.12184e-15
7.12000e+02,5.93348e-14,5.53652e-14,3.96955e-15
7.18000e+02,5.71862e-14,5.33650e-14,3.82119e-15
7.24000e+02,5.50167e-14,5.13404e-14,3.67636e-15
7.30000e+02,5.28527e-14,4.93164e-14,3.53633e-15
7.36000e+02,5.07034e-14,4.73027e-14,3.40066e-15
7.42000e+02,4.85907e-14,4.53203e-14,3.27045e-15
7.48000e+02,4.65255e-14,4.33797e-14,3.14574e-15
7.54000e+02,4.45153e-14,4.14888e-14,3.02646e-15
7.60000e+02,4.25687e-14,3.96510e-14,2.91770e-15
7.66000e+02,4.06876e-14,3.78732e-14,2.81442e-15
7.72000e+02,3.88761e-14,3.61633e-14,2.71279e-15
7.78000e+02,3.71345e-14,3.45214e-14,2.61310e-15
7.84000e+02,3.54647e-14,3.29490e-14,2.51574e-15
7.90000e+02,3.38664e-14,3.14454e-14,2.42097e-15
7.96000e+02,3.23387e-14,3.00098e-14,2.32893e-15
8.02000e+02,3.08850e-14,2.86448e-14,2.24026e-15
8.08000e+02,2.94942e-14,2.73402e-14,2.15400e-15
8.14000e+02,2.81780e-14,2.61062e-14,2.07177e-15
8.20000e+02,2.69205e-14,2.49285e-14,1.99200e-15
8.26000e+02,2.57107e-14,2.38089e-14,1.90181e-15
8.32000e+02,2.45570e-14,2.27442e-14,1.81281e-15
8.38000e+02,2.34678e-14,2.17367e-14,1.73111e-15
8.44000e+02,2.24354e-14,2.07799e-14,1.65542e-15
8.50000e+02,2.14607e-14,1.98749e-14,1.58582e-15
8.56000e+02,2.05369e-14,1.90156e-14,1.52122e-15
8.62000e+02,1.96640e-14,1.82023e-14,1.46164e-15
8.68000e+02,1.88362e-14,1.74300e-14,1.40623e-15
8.74000e+02,1.80536e-14,1.66986e-14,1.35497e-15
8.80000e+02,1.73128e-14,1.60054e-14,1.30746e-15
8.86000e+02,1.66118e-14,1.53484e-14,1.26340e-15
8.92000e+02,1.59461e-14,1.47238e-14,1.22229e-15
8.98000e+02,1.53327e-14,1.41380e-14,1.19472e-15
9.04000e+02,1.47492e-14,1.35800e-14,1.16926e-15
9.10000e+02,1.41954e-14,1.30506e-14,1.14476e-15
9.16000e+02,1.36663e-14,1.25453e-14,1.12094e-15
9.22000e+02,1.31622e-14,1.20643e-14,1.09790e-15
9.28000e+02,1.26816e-14,1.16060e-14,1.07560e-15
9.34000e+02,1.22236e-14,1.11696e-14,1.05403e-15
9.40000e+02,1.17867e-14,1.07536e-14,1.03315e-15
9.46000e+02,1.13687e-14,1.03558e-14,1.01284e-15
9.52000e+02,1.09706e-14,9.97738e-15,9.93262e-16
9.58000e+02,1.05898e-14,9.61554e-15,9.74227e-16
9.64000e+02,1.02267e-14,9.27083e-15,9.55855e-16
9.70000e+02,9.87898e-15,8.94100e-15,9.37985e-16
9.76000e+02,9.54723e-15,8.62650e-15,9.20727e-16
9.82000e+02,9.23003e-15,8.32603e-15,9.04008e-16
9.88000e+02,8.92274e-15,8.03711e-15,8.85632e-16
9.94000e+02,8.62737e-15,7.76091e-15,8.66454e-16
1.00000e+03,8.34465e-15,7.49662e-15,8.48035e-16
