Wavelength,Extinction,Scattering,Absorbtion
4.00000e+02,3.92311e-14,1.65892e-14,2.26419e-14
4.06000e+02,3.92255e-14,1.65051e-14,2.27204e-14
4.12000e+02,3.91779e-14,1.63897e-14,2.27882e-14
4.18000e+02,3.90960e-14,1.62498e-14,2.28463e-14
4.24000e+02,3.89638e-14,1.60717e-14,2.28921e-14
4.30000e+02,3.87944e-14,1.58663e-14,2.29281e-14
4.36000e+02,3.86142e-14,1.56553e-14,2.29589e-14
4.42000e+02,3.84155e-14,1.54331e-14,2.29824e-14
4.48000e+02,3.82027e-14,1.52074e-14,2.29952e-14
4.54000e+02,3.79967e-14,1.50005e-14,2.29962e-14
4.60000e+02,3.78062e-14,1.48238e-14,2.29824e-14
4.66000e+02,3.76146e-14,1.46637e-14,2.29509e-14
4.72000e+02,3.75070e-14,1.45981e-14,2.29088e-14
4.78000e+02,3.75914e-14,1.47253e-14,2.28662e-14
4.84000e+02,3.80322e-14,1.51946e-14,2.28376e-14
4.90000e+02,3.87969e-14,1.59519e-14,2.28450e-14
4.96000e+02,3.96745e-14,1.67732e-14,2.29014e-14
5.02000e+02,4.09207e-14,1.78691e-14,2.30516e-14
5.08000e+02,4.25938e-14,1.92627e-14,2.33311e-14
5.14000e+02,4.47616e-14,2.09827e-14,2.37789e-14
5.20000e+02,4.74464e-14,2.30256e-14,2.44208e-14
5.26000e+02,5.08462e-14,2.55152e-14,2.53310e-14
5.32000e+02,5.46480e-14,2.83123e-14,2.63357e-14
5.38000e+02,5.85373e-14,3.13231e-14,2.72141e-14
5.44000e+02,6.20288e-14,3.44186e-14,2.76102e-14
5.50000e+02,6.44900e-14,3.73825e-14,2.71075e-14
5.56000e+02,6.57247e-14,4.00793e-14,2.56454e-14
5.62000e+02,6.58686e-14,4.25252e-14,2.33434e-14
5.68000e+02,6.54398e-14,4.47925e-14,2.06473e-14
5.74000e+02,6.50174e-14,4.70024e-14,1.80150e-14
5.80000e+02,6.49615e-14,4.92382e-14,1.57233e-14
5.86000e+02,6.53683e-14,5.15395e-14,1.38288e-14
5.92000e+02,6.62185e-14,5.38981e-14,1.23204e-14
5.98000e+02,6.74025e-14,5.62718e-14,1.11307e-14
6.04000e+02,6.87984e-14,5.86233e-14,1.01751e-14
6.10000e+02,7.03043e-14,6.09144e-14,9.38992e-15
6.16000e+02,7.18387e-14,6.31100e-14,8.72869e-15
6.22000e+02,7.33911e-14,6.52981e-14,8.09300e-15
6.28000e+02,7.48710e-14,6.73458e-14,7.52519e-15
6.34000e+02,7.62248e-14,6.92024e-14,7.02240e-15
6.40000e+02,7.74169e-14,7.08437e-14,6.57315e-15
6.46000e+02,7.84196e-14,7.22475e-14,6.17204e-15
6.52000e+02,7.92133e-14,7.34011e-14,5.81224e-15
6.58000e+02,7.97818e-14,7.42952e-14,5.48663e-15
6.64000e+02,8.00704e-14,7.48180e-14,5.25245e-15
6.70000e+02,8.01103e-14,7.50403e-14,5.06996e-15
6.76000e+02,7.99161e-14,7.50116e-14,4.90453e-15
6.82000e+02,7.94963e-14,7.47402e-14,4.75607e-15
6.88000e+02,7.88651e-14,7.42409e-14,4.62417e-15
6.94000e+02,7.80284e-14,7.35226e-14,4.50583e-15
7.00000e+02,7.70008e-14,7.26010e-14,4.39989e-15
7.06000e+02,7.58001e-14,7.14960e-14,4.30411e-15
7.12000e+02,7.44580e-14,7.02489e-14,4.20908e-15
7.18000e+02,7.29814e-14,6.88676e-14,4.11377e-15
7.24000e+02,7.13807e-14,6.73632e-14,4.01751e-15
7.30000e+02,6.96803e-14,6.57590e-14,3.92130e-15
7.36000e+02,6.78905e-14,6.40658e-14,3.82467e-15
7.42000e+02,6.60367e-14,6.23079e-14,3.72873e-15
7.48000e+02,6.41350e-14,6.05013e-14,3.63370e-15
7.54000e+02,6.21996e-14,5.86598e-14,3.53970e-15
7.60000e+02,6.02451e-14,5.67921e-14,3.45300e-15
7.66000e+02,5.82825e-14,5.49143e-14,3.36814e-15
7.72000e+02,5.63254e-14,5.30446e-14,3.28082e-15
7.78000e+02,5.43817e-14,5.11901e-14,3.19162e-15
7.84000e+02,5.24612e-14,4.93599e-14,3.10126e-15
7.90000e+02,5.05704e-14,4.75601e-14,3.01032e-15
7.96000e+02,4.87155e-14,4.57963e-14,2.91927e-15
8.02000e+02,4.69078e-14,4.40786e-14,2.82917e-15
8.08000e+02,4.51383e-14,4.23992e-14,2.73918e-15
8.14000e+02,4.34295e-14,4.07780e-14,2.65150e-15
8.20000e+02,4.17646e-14,3.92001e-14,2.56455e-15
8.26000e+02,4.01369e-14,3.76749e-14,2.46198e-15
8.32000e+02,3.85587e-14,3.62000e-14,2.35873e-15
8.38000e+02,3.70451e-14,3.47822e-14,2.26292e-15
8.44000e+02,3.55889e-14,3.34157e-14,2.17320e-15
8.50000e+02,3.41955e-14,3.21057e-14,2.08989e-15
8.56000e+02,3.28580e-14,3.08462e-14,2.01184e-15
8.62000e+02,3.15796e-14,2.96403e-14,1.93923e-15
8.68000e+02,3.03539e-14,2.84828e-14,1.87114e-15
8.74000e+02,2.91835e-14,2.73759e-14,1.80768e-15
8.80000e+02,2.80656e-14,2.63172e-14,1.74844e-15
8.86000e+02,2.69986e-14,2.53054e-14,1.69314e-15
8.92000e+02,2.59772e-14,2.43360e-14,1.64119e-15
8.98000e+02,2.50269e-14,2.34200e-14,1.60689e-15
9.04000e+02,2.41167e-14,2.25417e-14,1.57502e-15
9.10000e+02,2.32477e-14,2.17036e-14,1.54411e-15
9.16000e+02,2.24128e-14,2.08990e-14,1.51379e-15
9.22000e+02,2.16134e-14,2.01291e-14,1.48426e-15
9.28000e+02,2.08475e-14,1.93920e-14,1.45548e-15
9.34000e+02,2.01144e-14,1.86869e-14,1.42747e-15
9.40000e+02,1.94122e-14,1.80121e-14,1.40020e-15
9.46000e+02,1.87378e-14,1.73643e-14,1.37352e-15
9.52000e+02,1.80935e-14,1.67458e-14,1.34767e-15
9.58000e+02,1.74748e-14,1.61524e-14,1.32243e-15
9.64000e+02,1.68834e-14,1.55855e-14,1.29796e-15
9.70000e+02,1.63155e-14,1.50414e-14,1.27406e-15
9.76000e+02,1.57722e-14,1.45213e-14,1.25091e-15
9.82000e+02,1.52516e-14,1.40232e-14,1.22840e-15
9.88000e+02,1.47467e-14,1.35432e-14,1.20356e-15
9.94000e+02,1.42609e-14,1.30834e-14,1.17757e-15
1.00000e+03,1.37950e-14,1.26425e-14,1.15255e-15
