Wavelength,Extinction,Scattering,Absorbtion
4.00000e+02,4.33150e-15,5.62755e-16,3.76875e-15
4.06000e+02,4.29766e-15,5.40545e-16,3.75711e-15
4.12000e+02,4.25648e-15,5.17219e-16,3.73926e-15
4.18000e+02,4.20881e-15,4.93322e-16,3.71549e-15
4.24000e+02,4.15423e-15,4.68467e-16,3.68577e-15
4.30000e+02,4.09957e-15,4.43912e-16,3.65565e-15
4.36000e+02,4.05380e-15,4.21312e-16,3.63249e-15
4.42000e+02,4.02087e-15,4.00804e-16,3.62006e-15
4.48000e+02,4.00392e-15,3.82876e-16,3.62104e-15
4.54000e+02,4.00208e-15,3.67992e-16,3.63409e-15
4.60000e+02,4.01093e-15,3.55919e-16,3.65501e-15
4.66000e+02,4.01822e-15,3.45081e-16,3.67314e-15
4.72000e+02,4.05059e-15,3.39703e-16,3.71089e-15
4.78000e+02,4.13162e-15,3.44134e-16,3.78749e-15
4.84000e+02,4.29452e-15,3.65411e-16,3.92911e-15
4.90000e+02,4.51331e-15,4.00710e-16,4.11260e-15
4.96000e+02,4.73469e-15,4.39329e-16,4.29536e-15
5.02000e+02,5.02933e-15,4.94973e-16,4.53436e-15
5.08000e+02,5.41865e-15,5.72911e-16,4.84574e-15
5.14000e+02,5.93240e-15,6.81102e-16,5.25130e-15
5.20000e+02,6.59761e-15,8.28139e-16,5.76947e-15
5.26000e+02,7.50091e-15,1.03693e-15,6.46398e-15
5.32000e+02,8.60903e-15,1.31173e-15,7.29730e-15
5.38000e+02,9.87731e-15,1.65503e-15,8.22228e-15
5.44000e+02,1.11790e-14,2.05152e-15,9.12747e-15
5.50000e+02,1.22353e-14,2.44507e-15,9.79028e-15
5.56000e+02,1.27905e-14,2.77101e-15,1.00195e-14
5.62000e+02,1.25912e-14,2.94585e-15,9.64535e-15
5.68000e+02,1.16110e-14,2.92242e-15,8.68861e-15
5.74000e+02,1.01050e-14,2.72580e-15,7.37924e-15
5.80000e+02,8.43954e-15,2.43002e-15,6.00951e-15
5.86000e+02,6.84252e-15,2.09389e-15,4.74864e-15
5.92000e+02,5.48602e-15,1.77722e-15,3.70879e-15
5.98000e+02,4.41478e-15,1.50873e-15,2.90605e-15
6.04000e+02,3.58244e-15,1.28736e-15,2.29509e-15
6.10000e+02,2.93751e-15,1.10664e-15,1.83087e-15
6.16000e+02,2.43550e-15,9.59162e-16,1.47633e-15
6.22000e+02,2.03812e-15,8.41746e-16,1.19638e-15
6.28000e+02,1.72320e-15,7.44675e-16,9.78528e-16
6.34000e+02,1.47095e-15,6.62890e-16,8.08064e-16
6.40000e+02,1.26724e-15,5.93559e-16,6.73677e-16
6.46000e+02,1.10192e-15,5.34547e-16,5.67376e-16
6.52000e+02,9.66520e-16,4.83939e-16,4.82581e-16
6.58000e+02,8.54281e-16,4.40117e-16,4.14164e-16
6.64000e+02,7.65151e-16,4.01908e-16,3.63243e-16
6.70000e+02,6.91945e-16,3.68501e-16,3.23445e-16
6.76000e+02,6.29257e-16,3.38980e-16,2.90277e-16
6.82000e+02,5.75465e-16,3.12836e-16,2.62629e-16
6.88000e+02,5.29187e-16,2.89623e-16,2.39564e-16
6.94000e+02,4.88981e-16,2.68855e-16,2.20126e-16
7.00000e+02,4.53884e-16,2.50199e-16,2.03685e-16
7.06000e+02,4.23056e-16,2.33380e-16,1.89677e-16
7.12000e+02,3.95545e-16,2.18212e-16,1.77333e-16
7.18000e+02,3.70778e-16,2.04435e-16,1.66343e-16
7.24000e+02,3.48330e-16,1.91853e-16,1.56476e-16
7.30000e+02,3.27979e-16,1.80357e-16,1.47621e-16
7.36000e+02,3.09414e-16,1.69801e-16,1.39613e-16
7.42000e+02,2.92490e-16,1.60109e-16,1.32381e-16
7.48000e+02,2.77013e-16,1.51187e-16,1.25826e-16
7.54000e+02,2.62815e-16,1.42953e-16,1.19862e-16
7.60000e+02,2.49968e-16,1.35338e-16,1.14630e-16
7.66000e+02,2.38137e-16,1.28276e-16,1.09862e-16
7.72000e+02,2.27076e-16,1.21720e-16,1.05356e-16
7.78000e+02,2.16711e-16,1.15621e-16,1.01090e-16
7.84000e+02,2.06986e-16,1.09939e-16,9.70475e-17
7.90000e+02,1.97850e-16,1.04635e-16,9.32146e-17
7.96000e+02,1.89254e-16,9.96782e-17,8.95753e-17
8.02000e+02,1.81184e-16,9.50486e-17,8.61350e-17
8.08000e+02,1.73541e-16,9.06974e-17,8.28436e-17
8.14000e+02,1.66381e-16,8.66338e-17,7.97475e-17
8.20000e+02,1.59583e-16,8.28041e-17,7.67793e-17
8.26000e+02,1.52611e-16,7.91897e-17,7.34212e-17
8.32000e+02,1.45905e-16,7.57820e-17,7.01227e-17
8.38000e+02,1.39699e-16,7.25819e-17,6.71170e-17
8.44000e+02,1.33913e-16,6.95635e-17,6.43500e-17
8.50000e+02,1.28542e-16,6.67220e-17,6.18195e-17
8.56000e+02,1.23519e-16,6.40362e-17,5.94824e-17
8.62000e+02,1.18837e-16,6.15010e-17,5.73361e-17
8.68000e+02,1.14447e-16,5.90994e-17,5.53471e-17
8.74000e+02,1.10342e-16,5.68278e-17,5.35138e-17
8.80000e+02,1.06495e-16,5.46760e-17,5.18193e-17
8.86000e+02,1.02889e-16,5.26365e-17,5.02522e-17
8.92000e+02,9.94900e-17,5.06971e-17,4.87929e-17
8.98000e+02,9.67453e-17,4.88768e-17,4.78685e-17
9.04000e+02,9.41630e-17,4.71411e-17,4.70219e-17
9.10000e+02,9.16967e-17,4.54905e-17,4.62062e-17
9.16000e+02,8.93227e-17,4.39123e-17,4.54104e-17
9.22000e+02,8.70446e-17,4.24060e-17,4.46386e-17
