Wavelength,Extinction,Scattering,Absorbtion
7.96000e+02,5.47916e-15,4.69051e-15,7.88646e-16
8.02000e+02,5.19852e-15,4.44449e-15,7.54030e-16
8.08000e+02,4.93615e-15,4.21493e-15,7.21222e-16
8.14000e+02,4.69275e-15,4.00215e-15,6.90604e-16
8.20000e+02,4.46453e-15,3.80301e-15,6.61517e-16
8.26000e+02,4.24605e-15,3.61654e-15,6.29513e-16
8.32000e+02,4.04037e-15,3.44194e-15,5.98430e-16
8.38000e+02,3.84929e-15,3.27907e-15,5.70218e-16
8.44000e+02,3.67080e-15,3.12644e-15,5.44360e-16
8.50000e+02,3.50448e-15,2.98368e-15,5.20799e-16
8.56000e+02,3.34870e-15,2.84957e-15,4.99128e-16
8.62000e+02,3.20307e-15,2.72377e-15,4.79294e-16
8.68000e+02,3.06629e-15,2.60531e-15,4.60986e-16
8.74000e+02,2.93809e-15,2.49393e-15,4.44165e-16
8.80000e+02,2.81770e-15,2.38903e-15,4.28667e-16
8.86000e+02,2.70455e-15,2.29018e-15,4.14377e-16
8.92000e+02,2.59780e-15,2.19669e-15,4.01115e-16
8.98000e+02,2.50176e-15,2.10940e-15,3.92354e-16
9.04000e+02,2.41093e-15,2.02660e-15,3.84325e-16
9.10000e+02,2.32492e-15,1.94829e-15,3.76635e-16
9.16000e+02,2.24296e-15,1.87377e-15,3.69191e-16
9.22000e+02,2.16502e-15,1.80300e-15,3.62020e-16
9.28000e+02,2.09083e-15,1.73572e-15,3.55101e-16
9.34000e+02,2.02019e-15,1.67177e-15,3.48429e-16
9.40000e+02,1.95288e-15,1.61089e-15,3.41984e-16
9.46000e+02,1.88851e-15,1.55278e-15,3.35729e-16
9.52000e+02,1.82724e-15,1.49754e-15,3.29708e-16
9.58000e+02,1.76862e-15,1.44476e-15,3.23862e-16
9.64000e+02,1.71273e-15,1.39451e-15,3.18226e-16
9.70000e+02,1.65919e-15,1.34645e-15,3.12747e-16
9.76000e+02,1.60808e-15,1.30062e-15,3.07458e-16
9.82000e+02,1.55918e-15,1.25685e-15,3.02336e-16
9.88000e+02,1.51141e-15,1.21476e-15,2.96648e-16
9.94000e+02,1.46518e-15,1.17451e-15,2.90671e-16
1.00000e+03,1.42092e-15,1.13599e-15,2.84931e-16
